综合,2016-02/19,2万客商来做客，四分之一来自境外,□记者傅豪本报讯昨日，省商务厅厅长焦锦淼在全省商务工作会议上公布了第十届河南投洽会时间表。据介绍，由省政府、中国贸促会、中国对外友协共同主办，由商务部投资促进局、省商务厅等43个省直部门和郑州市政府共同承办的第十届投洽会将于4月8日至10日在郑州与黄帝故里拜祖大典同期举行，主会场设在郑州国际会展中心，计划邀请2万名客商参会，其中境外客商5000人左右。据了解，本届投洽会将突出国家级、国际性，围绕河南省经济社会发展“十三五”规划纲要，以“开放、创新、绿色、共享”为主题，以推动双向投资为重点，以专题推介、产业对接、项目洽谈、展览展示为主要内容，为中外客商搭建交流合作平台。大会计划举办省领导会见重要嘉宾、开幕式、内陆开放高地创新论坛、中国(郑州)跨境电子商务综合试验区洽谈会4场重大活动，以及民航发展论坛暨航空物流产业对接会、“一带一路”华商领袖创新峰会暨世界华商回归工程启动仪式、助力中原融通全球—人民币国际化发展高端论坛、河南国际友好城市交流活动、豫港澳合作发展对接会、生态农业与食品安全论坛、中澳中韩自贸区双向投资贸易对接活动、河南省与境内外重要商协会经贸合作对接会、河南省城乡基础设施项目对接签约活动、豫台经贸洽谈会10场专题活动。此外,2016博鳌亚洲论坛秋季高峰会也将在郑州举办，这是又一场重量级的会议首次在郑州举办。省商务厅厅长焦锦淼在大会上表示，上半年重点办好第十届投洽会，下半年重点办好博鳌亚洲论坛秋季高峰会，充分发挥好开放招商“一举求多效”的综合带动作用。
今日关注,2016-02/19,期待行政执法与司法介入深度融合,□本报评论员赵志疆新《环保法》于去年1月正式实施，国务院总理李克强掷地有声地表示，“环保法的执行不是棉花棒，是杀手锏”，“要让那些偷排偷放的企业承受付不起的代价”。郑州市检察院此番“亮剑”释放出一个信号：只有落实到处罚上，“史上最严”环保法才能展示出威力。毋庸讳言，基层环保部门人手短缺、装备落后的情况普遍存在，更令他们徒呼奈何的是，因为自身执法权有限，时常会遭到违法企业的暴力抗法。这些因素的存在，不可避免会影响环保执法的威力和效率。面对环境违法案件，单纯依靠环保部门的行政执法手段显然远远不够，司法保障的介入不可或缺。实际上，行政执法的终极手段正是移交司法，确保每一起环境违法案件都受到严厉惩处，违法企业才能真正明白环保的概念。生活中，阻碍新《环保法》实施的一大障碍，就是某些地方“不立案，不执法”现象普遍存在，郑州市检察院用实际行动展示出深度介入环保执法的信心与决心。检察机关的深度参与，对于进一步完善环保执法体系不无启示意义——如果司法手段能够与行政手段紧密连接、深度融合，显然更有助于解决各类环保执法难题。对于环保部门来说，环境污染案件应发现一起、查处一起、移送一起，在加大自身监督执法力度的同时，加强行政执法与刑事司法之间的有序衔接。对于检察机关来说，不仅应对行政执法过程中的不作为、乱作为进行监督，同时应在侦办环保部门移交案件的基础上创新方法、主动出击，严厉查处群众反映强烈、严重污染环境的违法行为，维护环保法律法规的尊严。较为理想的状态是，环保部门办理重大环保案件时，检察机关应当及时介入；检察机关办理相关案件时，环保部门积极配合调查取证。要想实现这样的理想状态，互通互联的信息共享平台不可或缺。依托于这样的平台，不仅环保部门可以及时反馈信息、移交案件，检察机关也能对环保执法的所有环节实施动态监督。借助“互联网+”的春风，环保执法领域的行政手段与司法手段融合，有必要尽快提上议事日程。
全媒体生活服务平台,2016-02/19,怀抱幼儿坐副驾驶位置，您真的不知这很不安全？,昨日，大河报记者目击到令人担忧的一幕：在郑州市中州大道快速路高架桥上，一辆黑色轿车在疾驰中，一名幼儿由一女子抱着，坐在副驾驶位置上。这一高危险性的违法行为，当事人却浑然不觉。大河报记者宁田甜报道：昨日上午9时50分，记者驾车行至中州大道和东风路附近时，发现右前方有一辆黑色特斯拉轿车，司机为一男子。副驾驶位置上坐着一名女子，她怀里抱着一个两三岁的孩子。有资料显示，安全气囊在打开时时速高达300公里，足以导致儿童窒息。当汽车碰撞或紧急刹车时，怀抱儿童的大人在副驾驶位置难以保证儿童的安全。此外，儿童坐在副驾驶位置，好动的他们还可能干扰正常驾驶，易诱发事故。此前，曾有试验得出结论：坐副驾驶位置的孩子，受到致命伤害的可能性比坐后排的高60%左右。对于任何年龄的儿童而言，后排是最安全的位置。不过最好的办法是为儿童安装配备有安全带的专用座椅。2010年12月1日，河南新修订并实施的《河南省未成年人保护条例》就明确规定：父母或者其他监护人，以及其他成年公民应当注意未成年人的乘车安全，不得安排未满12周岁的未成年人在机动车副驾驶位置乘坐。对此，郑州市110报警服务台接警人员称，该现象确实不允许，市民如果发现，可记下其车牌号报警，报警服务台会速派交警拦截处理。
要闻,2016-02/19,北京市属医院年底前取消现场放号,北京市医管局18日表示，今年年底前，北京市属医院将全部取消现场放号，意味着届时市属医院窗口不再提供挂号服务。去年6月，北京市医院管理局在北京儿童医院试点非急诊全面预约。在此基础上，北京市医管局已部署在22家市属医院全部实行非急诊全面预约工作。到2016年年底前，市属医院将全部取消现场放号，总体预约挂号率预计将达到75%。在治理“号贩子”方面，北京市医管局提出，对医院内部人员参与倒号现象，情节严重的将追责医院党政主要领导。相关阅读1北京警方启动专项行动全年严打医院号贩子北京警方18日介绍，将开展贯穿全年的打击医院号贩子专项行动，强化医院周边日常打击整治的同时，严厉打击幕后组织、内外勾结等性质的案件，专项行动从现在开始，持续到12月31日，其间刑侦、治安、便衣等专业警种将配合行动，一方面联合属地综治部门组建由民警带领的专职小分队，重点针对医院周边治安秩序进行打击整治；另一方面对存在幕后组织、内外勾结等性质的案件线索开展深度经营、专案打击。记者了解到，今年1月以来，北京警方已在同仁医院、协和医院、北京儿童医院、广安门中医院、积水潭医院、首都儿研所、空军总医院等重点医院开展20余次打击整治医院号贩子专项行动，共抓获100余人并全部行政拘留。相关阅读2记者再访北京部分医院号贩子依然猖獗春节之前，记者曾实地暗访北京部分医院存在的“号贩子”现象，有关部门也表示采取严厉措施进行治理。不料，春节后一上班，号贩子便又“开工”了。针对部分医院号贩子“死灰复燃”的现象，17日和18日，新华社记者再次兵分多路，到多家医院进行实地探访，并成功通过号贩子挂到了号。不过，从两天的暗访情况看，并不是每家医院都有号贩子。记者17日在阜外心血管病医院看到，门诊大厅内秩序井然，每个“挂号”窗口前都有六七个人在排队，自助服务器前也有医院工作人员在指导使用，在一个多小时的时间里，并没有发现号贩子。综合新华社、新京报消息
活动,2016-02/19,今天起，六场招聘会扎堆来！,□记者刘瑞朝本报讯春节过后，是人才流动的高峰期。为给高新区广大企业单位与个人搭建良好的人才交流平台，为高新区经济发展添砖加瓦，为区内企业、民众办实事，高新区妇联联合郑州高新人才网定于今年2月19日、20日、26日、27日，3月4日、5日（均为周五、周六）在郑州美术馆广场（瑞达路樱花街交叉口）组织6场综合招聘会，有需求的高新区企业单位及个人可踊跃来参加。如有疑问，你可拨打0371—67897878、67897229进行咨询。
活动,2016-02/19,哪里教做手工皂？本周六来这儿吧!,□记者刘瑶贺笑天本报讯昨天，大河公益课堂“手艺人”系列征集刊发后，不少读者致电表明了自己想学“手艺”的强烈愿望，从每日充满惊喜的爱心早餐做法，到制作手工皂的方法……读者点题非常广泛。此外，也有不少手艺达人自告奋勇为大家授艺。应读者要求，本周六（2月20日），大河公益课堂“手艺人”系列推出第一道“大餐”，由手工皂制作爱好者、大河生活互帮团成员王迟，教大家制作环保又好用的手工皂。如果你对这门手艺感兴趣，快快拨打96211报名吧！[读者点题]能让肌肤得到安全护理的手工皂受欢迎昨天，经读者点题，纯天然自制手工皂成为最受欢迎的主题。“我的肌肤很敏感，洗面奶都不敢乱用，一般会买价格较贵的品牌手工皂。后来，听朋友说在家也能做手工皂，我就动心了，一直想找机会学习。”昨天，80后读者曹艺菲第一个打来电话点题。也许有人会诧异，一块粗糙不规则、颜色也不讨喜的肥皂，凭什么打动你的心？尝试过“亲手制皂”的人都知道，淡淡的香味背后，是天然纯粹的肥皂和人的肌肤之亲，这比什么都深刻。手工皂使用100%天然原料，不会对肌肤和环境造成负担和伤害，而且可以通过调配的油脂配比、添加物和不同的容器，做出不同疗效，造型各异的手工皂。[达人预告]教你做两款手工皂成品还能带回家“手工皂不含化学原料，对环境不会造成负担。”手工皂的“环保属性”是最打动王迟的一点。自制手工皂不仅能获得物美价廉的物品，更可以身体力行做环保。本周课堂上，王迟准备了两个皂方，一个是经济实惠、100%环保的洗衣皂，一个是皂体细腻、泡沫丰富的薰衣草皂。届时，王迟将把两个皂方的配方和制作方法毫不保留地告诉读者。如果你想体会平静充实的手艺人生活，如果你对地球的冷暖挂怀，如果你在乎的是良好的品质而不是耀眼的品牌，你将是本期大河公益课堂欢迎的参与者，快来报名吧！王迟提醒报名成功的读者，参加活动时，可以带1个塑料月饼盒或硅胶材质的马芬杯（直径5cm至7cm左右为好)，有小小的惊喜给你。活动时间：本周六（2月20日）上午9点半到11点半。活动地点：郑州市经三路与纬二路交叉西南角大河书局店内。报名方式：拨打大河报96211热线，报名时需留下姓名、人数及联系方式，限10人（按照报名次序，名额报满为止）。想学或愿意分享“手艺”请打96211告诉大河君征集主题从本周开始，大河公益课堂正式推出“手艺人”系列，最想学习哪门手工艺，大河报96211新闻热线静候您来点题。此外，如果您自认为拥有某项手工技能，或您身边有卧虎藏龙的“手艺人”，也欢迎报名或推荐，分享手艺和故事。
活动,2016-02/19,朋友们，元宵节来这儿过瘾吧！,城市速读,2016-02/19,说是去考察结果成旅游,【AII02版】
现场,2016-02/19,宜阳一棵两千年古树被烧成炭,□记者李晓波文李钰摄影昨日，洛阳市宜阳县赵堡镇龙王庙村村民拨打本报热线反映，该村橿子树组有一棵2000年的古树，不料在2月16日傍晚突然起火，火势巨大。附近数十名村民自发组织灭火，随后当地派出所、消防部门等赶到参与灭火，直到当晚11时才将大火扑灭。“这是棵两千年的古树，就这样被烧掉，太可惜了。”附近村民感到非常惋惜，也有村民怀疑有人故意纵火，目前宜阳县森林公安局已经介入调查。现场：7个成年人才能抱住的古树，大部分被烧成了黑炭昨日上午，大河报记者驱车赶往宜阳县赵堡镇龙王庙村橿子树组，该村位置较为偏僻，树的位置更不好找，但一打听，周边的村民们都知道古树被烧了，表示非常可惜。在多名村民的指引下，记者方才找到。这棵古树在村子后方的土坡上，走近能闻到一股被烧后的焦味，虽然大部分被烧，但看起来仍非常雄伟，古树四周地面平整。村民称，这棵树是橿子树，已经有2000多年的树龄，着火前，需要7个成年人才能抱住整个树干。“但被大火烧后就成了现在的样子。”村民们说。记者在现场看到，古树被烧得非常严重，主干部位几乎都已经烧成黑炭，树心快被烧空了，古树上一侧有两根粗约50厘米的树干也被烧断，掉落在地面上，仅剩一侧的树干尚保存完好。在古树周围还能看到灭火后留下的干粉，旁边的一片草地也被引燃。村民们说，事发当晚的火势巨大，有10多米高，人几乎都靠近不了，数十名村民和消防官兵、当地派出所和政府工作人员扑救了5个小时才将大火扑灭。村民：古树像村子里的大家长，怀疑有人故意纵火今年78岁的黄丑子家住古树附近，步行几分钟可到达，平时他没事就会去古树旁边清理杂草，保护古树，对这棵古树有着非常深的感情。他抹着眼泪说：“这棵古树有2000多年的树龄了，不仅是我，附近村民们都很爱护这个古树，它就像我们村子里的大家长，守护着我们，没想到这一把大火把树烧成这个样子，村民们都很伤心。”黄丑子说，2月16日下午6点10分左右，另一户村民在地里干活，突然看到古树冒烟了，立即通知其他村民赶去救火。“我是第二个到现场的，当时拿了个铁锨，但火势很大，根本都靠近不了。”他说，一看起火了，附近村民们都赶来救火，年轻人从家里提水灭火，老年人拿着铁锨铲土灭火，有些小孩子从家里提水来帮忙。“当天风很大，火势难以控制，有村民就报警了。”黄丑子说，后来镇政府工作人员、派出所民警、消防官兵都相继赶来，一直到晚上11点钟才把火扑灭。明火扑灭后，担心复燃，村子里4名青年人主动从家里抱来被褥，睡在古树旁边的田地里边，轮流看护，一旦再次燃烧，可以立即灭火，所幸当晚没再复燃。黄现州家也在古树附近，当天也参与了救火。“这棵古树因为树龄长，每年都有很多人来参观，附近村民有时还来上香，把它看做是神树。”他说，这次大火把古树烧毁严重，不知道还能不能存活下去。此外，记者在村子里走访了解到，村民们对古树着火都感到惋惜，怀疑是有人故意纵火。村民们说，事发当天下午，有村民看到一名男子头戴头盔，骑着一辆有后备箱的摩托车到古树旁，他刚一离开，树就着火了。“着火的地方只有古树，其他地方都没事，况且一般烟头、柴火引燃不了这棵古树，很有可能是被泼上了汽油。”村民们这样猜测。回应：该树名为橿子栎，树龄2000年属一级古树，森林公安介入就在记者采访时，遇到了宜阳县森林公安局相关人员到现场进行走访、排查。据该局巡警队李队长说，他们接到群众的报警后，随即赶到现场查看。目前古树着火原因还在调查中，至于村民们猜测的“有人故意纵火”一说，暂时还不能下结论。“今日，洛阳市林业方面的专家也将来到现场，对古树被烧情况进行鉴定，一方面判断古树的树龄，着火原因，看其是否还能再生长，此外看看对古树是否有补救措施。”李队长说，一旦确定为人为纵火，会立即进行侦查，目前村民们也提供了一些线索。据了解，洛阳的古树名木遗存异常丰富。为了给这些古树名木上“户口”，2010年，洛阳市组织编写了长达50万字的《洛阳古树名木录》，让它们有了“户籍档案”。昨日下午，大河报记者联系洛阳市林业局了解到，被烧的这棵古树也在《洛阳古树名木录》中，工作人员介绍，这棵古树的编号是豫C4398，橿子栎，树龄2000年，属于一级古树，树高17米，胸围820厘米，平均冠幅11.5米，长势旺盛，位于宜阳县赵保乡龙王庙村大橿子树村的后面。对于古树着火，痛心的村民希望相关部门能够及时处理，除了森林公安，也希望当地派出所也能够参与其中，加大侦查力度，早日破案。同时，也期盼林业部门能够将仅存下的古树加大保护力度，防止再遭破坏。规定：洛阳市古树名木保护有法可依记者查询了解到，橿子栎为壳斗科栎属的植物，别称：橿子树、老黄檀、黄檀子、栀子树，为中国的特有植物。分布于中国大陆的湖北、河南、四川、甘肃、陕西、山西等地，生长于海拔500米至2700米的地区，多生长在山坡、山谷杂木林中及石灰岩山地，目前尚未由人工引种栽培。那么，位于宜阳县赵堡镇这棵古树，一旦确定是人为纵火烧毁古树，将面临怎样的处罚呢？记者了解到，去年《洛阳市古树名木保护条例》获批，条例明确规定，禁止砍伐或擅自移植、非法买卖古树名木，否则除没收古树名木和违法所得外，还要处每株1万元以上5万元以下的罚款，造成死亡的处6万元以上10万元以下罚款。条例还禁止在古树名木上剥皮、挖根、攀树、折枝、刻画、钉钉，也不允许在树冠垂直投影向外5米范围内进行建筑施工、挖坑取土、动用明火、倾倒污水垃圾、堆放有害物品等行为。违反上述规定，有关部门要责令停止违法行为、恢复原状或者采取补救措施，并处以500元以上5000元以下的罚款。
现场,2016-02/19,掏 10块钱进的招聘会，却是“黑户”,现场,2016-02/19,收费停车场里汽车玻璃被砸,城市速读,2016-02/19,风清气正时风筝满天飞,□记者章杰文吴国强摄影本报讯二月春风起，纸鸢满天飞。昨日，天空蔚蓝，气温适宜，宅了多日的洛阳市民纷纷出门放风筝玩耍。昨日中午，在洛浦公园里，随处可见市民带着孩子放风筝（如图），“喜羊羊”、“海绵宝宝”、“齐天大圣”纷纷飞上天。放风筝能愉悦身心，对于伏案工作的白领来说，它更是有利于恢复颈椎的生理状态。不过，放风筝的时候安全第一，要选开阔平整的场地，远离电线等。
城市速读,2016-02/19,新闻推荐,《男子晕倒路旁，陌生姑娘援手救助》追踪报道好心姑娘找到了是个90后萌护士【AII02版】两千年古树起火五小时村民扑救村民怀疑有人故意纵火森林公安介入调查春节回乡探亲他被安排十次相亲【AII03版】你的春节还好吗？【AII04版】
现场,2016-02/19,村民菜地，突然冒出座粉煤灰山,现场,2016-02/19,职工没有地方停车就打人行道、盲道的主意？,□记者周广现文图核心提示郑州市丰庆路上有一家银行的营业部,竟然在人行道和盲道上设置了密密麻麻的水泥墩子、钢柱、地锁，在市政道路上建了一个“院子”，3年多了也没人管，常常有人在这里被绊倒。昨天有不少市民向本报反映。银行“威武”，人行道上建“院子”昨天上午，大河报记者来到郑州市东风路和丰庆路交叉口北约300米处，看到该银行营业部从门前一直到人行道和盲道，密布着水泥墩子、钢柱和地锁，围起一个800平方米的“院子”，院内地面上停放着5辆汽车，仅仅30分钟，就有4人被这些障碍物绊倒。“这些水泥墩子、钢柱设置3年多来，几乎每天都有人在这里被绊倒，人行道和盲道都是市政道路，《道路交通安全法》和《郑州市市政工程设施管理条例》等，都规定任何人无权在人行道和盲道上设置障碍，银行怎么就敢做呢？”几位市民说，3年多来，他们多次给执法部门和金水区政府反映，但一直没有结果。两部门承诺，“院子”必须拆掉对此，该银行营业部一位姓张的负责人说，围起来的“小院”是让单位职工停车用的，以前附近居民常把车辆停在银行营业部门前，影响营业，给交警打电话也不管用。昨天下午，有市民把此情况向金水区执法局反映，该局的陈先生回电话说，那些地锁、水泥墩和钢柱，的确是违法设施，带来了一定的安全隐患，他们将督促该银行自行拆除，否则将对其进行处罚。郑州交警五大队的买警官说，如果有人在银行门前乱停车，只要接到报警，他们一定会严肃处理。查看现场后，他对现场进行了拍照，回去后汇报给大队，看怎么处理。K线索提供朱先生稿酬100元新闻热线0371-96211
要闻,2016-02/19,好心姑娘是位90后萌护士,城市速读,2016-02/19,换春装、吃汤圆都不能太“猴急”,□记者章杰本报讯天蓝风清，爱美的女子纷纷脱去冬衣，轻装出行，成为洛阳城一道亮丽的风景。今日，最高温度9℃，最低温度-1℃，晴，西北风3至4级。明日，最高温度7℃，最低温度-3℃，晴转多云，微风。专家提醒，“春捂秋冻”，气温时有反复，还是要根据气温增减衣服。穿得保暖漂亮，吃得当然也要营养丰富好消化。元宵节将至，专家提醒，汤圆虽然味道好，但也不能多吃，而且不适合当早餐吃，因为人早起时胃肠道功能最弱，吃汤圆容易出现消化不良。专家认为最好别把元宵当正餐，早饭后一个半小时或者下午加餐的时候吃点儿元宵还可以，但每次吃一二两（50~100克）也就够了。
要闻,2016-02/19,说是去考察结果成旅游,□记者章杰通讯员陈聚涛核心提示|春节期间，洛阳市纪检监察机关协调、多部门联动，查处违反中央八项规定等违规、违纪行为，共发现各类问题线索129个。昨日，市纪委公布了相关查处的典型案例，并表示会将查出的线索进行进一步核实后，向社会公布。【明察暗访】516个重点场所查出问题线索129个据悉，今年元旦、春节期间，洛阳市印发了《关于强化监督执纪问责做好2016年元旦春节党风廉政建设工作的通知》，重申和明确了13项廉洁规定。2月1日起，市纪委组成9个检查组，协调公安、工商、税务等部门，对饭店、酒店、洗浴中心、家属院内的隐蔽会所、歌厅、茶社等场所进行明察暗访，检查公款吃喝、参与高消费娱乐健身活动等问题；对各大型超市、土特产商行、年货市场，通过查看提货单、发票、销售清单和询问工作人员等方式，重点检查公款购买年货、节礼、购物卡（券）等问题；对机关事业单位门岗、收发室、停车场等进行检查，及时发现违规使用公车、参与赌博等违纪问题。据统计，春节期间，洛阳市共对516个重点场所进行了监督检查，发现涉嫌公款购物、公车私用、公款接待等各类问题线索129个。目前，这些线索正在进一步核实中。“近年来反腐打击力度不断加大，腐败问题也就越发隐蔽，不容易发现。除了我们成立暗访组侦查外，还需要群众的举报。”市纪委相关负责人介绍。【典型案例】两条玉溪烟换来一条党内警告昨日，洛阳市纪委公布了7起违反中央八项规定精神典型案例。1.高新区担保中心主任唐峰松违反公务用车管理规定问题2016年元旦放假期间，唐峰松将高新区担保中心号牌为“豫CJX637”的公务用车停放在其居住小区，并在假期内多次动用该车办理私人事务。唐峰松身为党员领导干部，不能严格执行公务用车管理规定，构成公车私用错误。高新区党工委给予唐峰松党内警告处分。2.洛宁县上戈镇东岭村党支部副书记、村委会主任王三虎违规收受礼品问题2015年11月，王三虎借为群众争取危房改造名额之机违规收受他人玉溪香烟两条，在群众中造成不良影响。洛宁县上戈镇纪委给予王三虎党内警告处分。3.孟津县平乐镇平乐村违规发放补贴问题2014年12月至2015年11月,平乐村违规向村干部8人发放补贴14400元。孟津县平乐镇纪委分别给予平乐村党支部书记郭晓科、村委会主任郭留建、村报账员郭亚平党内警告处分。4.洛龙区司法局副局长马留芝违反公务用车管理规定问题2015年9月23日下午下班后，马留芝违规将洛龙区司法局号牌为“豫CD181警”的执法车辆停放在其居住小区内。次日8时许，马留芝使用该车处理个人事务，在群众中造成恶劣影响。洛龙区纪委给予其党内警告处分，同时对落实党风廉政建设主体责任不力的洛龙区司法局局长赵胜利进行诫勉谈话，要求落实监督责任不力的洛龙区司法局纪检组组长陈雪平做出书面检查。5.吉利区吉利乡北陈村私自改变考察内容进行旅游问题2015年9月12日至16日，北陈村报请吉利乡党委同意，由北陈村村委会主任孙书林带领该村部分村干部和村民小组长共计36人到陕西杨凌参观考察现代农业种植。考察期间，考察组私自改变考察内容，自由活动一天，到延安参观一天，这两天每人每天补助100元(考察结束后，吉利乡纪委接到群众举报，不合规考察费未入账报销)。吉利乡党委给予孙书林党内警告处分。6.伊川县吕店镇周沟村违规发放福利问题2015年中秋节，周沟村党支部书记周会朝违规用村里经费为村里12名干部发放苹果和橘子各一箱，合计1150元整。吕店镇纪委给予周会朝党内警告处分。7.洛宁县畜牧局局长刘新延违反公务用车管理规定问题2016年2月3日下午，刘新延乘坐下属单位洛宁县动物疫病预防控制中心(原洛宁县畜牧兽医工作站)号牌为“豫CN1058”的公务用车，到市城乡一体化示范区为其亲戚送土特产。洛宁县纪委给予刘新延党内警告处分。
要闻,2016-02/19,正大国际广场元宵喜乐会即将暖心开启,□记者曹智强一曲笙歌春如海，千门灯火夜似昼。正大国际广场元宵喜乐会即将暖心开启，“元宵节，月亮圆，黏黏元宵黏又甜，观花灯，踩高跷，大街小巷真热闹……”来正大一起做元宵、猜灯谜、抢红包吧，过一个最正宗的元宵节！带着美好的祈愿，为新一年的工作、学习博个好彩头！（G）活动时间：2016年2月20日-21日上午10:00-11:00、下午3:00-5:00
综合,2016-02/19,居然之家五大活动闪耀元宵佳节,□记者杜一格浓情元宵，居然之家“元宵五天乐”团购活动即将幸福来临。昨天，居然之家郑州店宣布，2月20日-22日、27日-28日，将推出“元宵五天乐”五大主题活动，为市民打造家居盛宴。直降惠——满1000元最高直降300元。活动期间，顾客在居然之家购买指定品牌产品（参与品牌详见各品牌店公示），满1000元最高直降300元，满2000元最高直降600元，以此类推。折扣惠——过节不议价，再享9.5折。活动期间，在最低成交价基础之上，顾客在商场购物交全款均可在最低成交价基础上再享9.5折（不与欧美惠同时参加）。欧美惠——欧美限时狂欢日。活动期间，每天下午限时四小时，购买四楼欧美家具的顾客在成交价基础上每满10000元直减500元（不与折扣惠同时参加）。娱乐惠——元宵佳节乐享高尔夫。活动期间，进店顾客均可参与迷你高尔夫游戏，每位顾客每单限参与一轮。连环惠——抽奖活动提前享。活动期间，交款满2000元，可领取抽奖券一张，满4000元可领取抽奖券2张，以此类推，单张合同最多领取3张抽奖券。凭抽奖券可参与商场3·15活动抽奖。
综合,2016-02/19,赛博“TourTalk译游”让日本商家懂中文,□记者杜一格中国游客自由行赴日，“语言不通”成为日本商家的压力。对此，赛博集团研发全球首套多国语言真人视讯实时在线翻译系统“TourTalk译游”，商家只需使用电脑或手机终端，就可以提供商家语言翻译服务。随着2016年东京缤纷购物节开始，赛博集团以涩谷地区为首个发展商圈，从今年元旦开始推广，目前已有百余商家装设“TourTalk译游”系统，使这里成为游客心中语言最友善店家。
综合,2016-02/19,珠灯璧月年时节元宵扮家小妙招,□记者杜一格核心提示|才赏除夕万家灯火,又见十五华霓幻海。元宵节即将到来，在亲人们合家团聚的时候，不仅要吃汤圆、赏花灯，更要扮靓爱家。在这喜气洋洋的日子里，只要对家中装饰稍作改善，就能让应景花灯、温暖情调、跳动颜色和明快的搭配营造出一片浪漫温馨，让全家在猴年“大圣开年，开年大胜”！◇用粉色渲染节日味儿喜庆节日，营造氛围尤为重要，而颜色又是最好的武器。可考虑粉红、粉紫等粉色系装扮节日，这些带有透明感觉和女性感觉的色彩不仅在服装当中盛行，在家居饰品中近年也流行开来。选择温和的粉色系，能够通过同色系的微妙变换取得丰富的家居效果。比如，窗帘、床罩不妨在节日里更换为粉色调的。◇灯笼必不可少元宵节里灯笼肯定是当仁不让的主角，有设计师建议，元宵节家居布置一定要有灯笼元素。眼下，花灯的造型精美多样，动漫形象、水果等造型的花灯一定会让您爱不释手。市面上更有为孩子准备的动漫形象系列手持花灯。如果您是一个动手能力强的人，不妨准备些秸秆、铁丝、纸、糨糊，自己做一个灯笼，还可以贴上自己喜欢的图案。如果家里没有地方摆这些花灯，也可以购买一些彩色串灯，挂在窗户上，同样能增加节日气氛。◇花香飘满屋，用鲜花装扮居室花与灯是对孪生姊妹，流光溢彩的节日里怎能没有鲜花做伴，元宵节期间开花的花卉品种非常丰富，凤梨、蝴蝶兰、仙客来、海棠等都是不错的选择，它们有的是以鲜艳花朵吸引眼球，有的是以硕美枝叶争宠，其中不乏寓意吉祥的花卉，比如“一帆风顺”、“鸿运当头”等。◇精巧餐具食色生香节日当天，全家人围坐在一起吃元宵、看电视，温馨又热闹。不少家居设计师则建议，如果能在餐具上花点心思就更加美妙了。近年来餐具逐渐从单一化向组合化、成套化过渡，汤勺、碗、碟无论从图案还是造型上都有了很大的改变、骨瓷的、烫金边的、雕花的……全家围坐，觥筹交错，精美器皿配上节日美食可谓风情万种。
要闻,2016-02/19,永久居留外国人将享公民同等待遇,要闻,2016-02/19,标题新闻,2020年公共机构广泛应用新能源汽车包括国家机关、学校、医院、文化、科技、体育场馆环境保护部部长陈吉宁：200家环评机构今年脱钩据新华社电
综合,2016-02/19,聊聊咱的消费新常态,□记者王永安核心提示|如今，新常态已不算什么新词，但人们对一些领域正在形成的新常态，还很模糊。比如，商业模式变革的影响，在消费领域引发连锁反应，消费新常态是什么？近日，大河报记者对此进行了社会调查。网购、体验、互动，催生消费新常态采访中发现，消费新常态分为多个层面。一方面，线上商城的异军突起，催生网购族。线上消费最开始对人们产生的最大吸引力莫过于两个字：便宜。但后来人们很快发现，网上销售的商品良莠不齐，有相当一部分出现假冒伪劣的状况。但这并没有阻挡线上商城的发展步伐，究其原因：一是人们在教训中不断成长，对假冒伪劣有了一定的免疫力；二是线上消费可以随时随地发生，在当下具有不可替代的便利性，而且有这种便利消费需求的人群越来越壮大。另一方面，实体商业也在发生着巨大的变化，对人们的消费行为产生着很大的影响。就在2013年以前，家电卖场、超市都进行着野蛮生长。价格杀手、价格屠夫，这些最能撩拨人们心弦的词汇先后成了一些商业连锁的标签、冲锋号。跑马圈地之时，“马”尚未至却已是人心所向，那时新店开业之际，人山人海，阻断交通，挤破门窗的情形，时有发生。近几年来，随着线上商城的崛起，对实体连锁产生冲击，有的黯然关店、退场，一些连锁企业借机调整发展策略，把开新店重点放到商圈之外、离老百姓最近的街区，开展全网比价、延时营业，此外，最能撼动消费者的莫过于体验式消费……最令消费者纠结并重新审视自己消费行为的，莫过于一些强势商业连锁“一体两翼”的发展模式了——O2O商业模式。长期以来，线上、线下竞争的就是谁更便宜、谁更便利、谁更贴心。现在，一家兼有两种模式，这不是左手搏右手吗？商家线下、线上的竞争，最终让消费者看了热闹，还是得了便宜？“我的消费新常态”栏目，邀您献计献策在3·15即将来临之际，针对当下的商业战局，为给人们的消费行为、商业的调整发展提供一个良好的参考，《大河报大河卖场》推出“我的消费新常态”互动栏目，请大家结合自己的实际经历，围绕以下几个方面献计献策。1.您处于哪个年龄段？习惯于线上消费，还是实体店消费？为什么？2.您在什么情况下会选择线上消费？线上哪些优势让您作出这一选择？线上存在哪些问题，需要人们在消费时关注警惕？线上商业急需解决和阻碍发展的问题有哪些？3.您在什么情况下会选择前往实体店消费？实体店哪些优势让您作出这一选择？实体店存在哪些问题需要人们在消费时更加关注和警惕？实体商业急需解决和阻碍发展的问题有哪些？您可以把互动内容发送到电子信箱dhbwya@qq.com；也可微信搜索“dhblegou”，关注大河报大河卖场微信订阅号，把互动内容发送给该订阅号；或微信添加好友"DH-BWYA"，把内容直接发送给记者。参与此次互动就有机会获得，尊贵的礼品——大河报年卡可以免费，看报一年噢！
